abacinat: vc; 'abacinate' 
glid: vc;VNPPP VPP abstract count natural prod0 'glide' 
glimps: vc;VNPPP VerbNom count vt 'glimpse' 
globalis: vc;chgAttr vt 'globalise' 
globaliz: vc;VNPPP VPP chgAttr 'globalize' 
globetrott: vc;VI vi 'globetrot' 
glomm: vc;take 'glom' 
glori: vc;VI VPP abstract natural vi 'glory' 
glorie: vc;VI VPP abstract natural vi 'glory' 
glorifi: vc;VNPPP chgState pEmo vt 'glorify' 
glorifie: vc;VNPPP chgState pEmo vt 'glorify' 
glosse: vc;abstract count natural 'gloss' 
glu: vc;VRB prod 'glue' 
glugg: vc; 'glug' 
glutt: vc;VNPPP abstract count nt vt 'glut' 
glycerolis: vc; 'glycerolise' 
gobbl: vc;abstract count vt 'gobble' 
goe: vc;VI VNG VPNGsc VPP VPPPP VPPdir VRB tWord vAP vVing vi vtoV xC 'go' 
googl: vc;tryToKnow 'google' 
gor: vc;VNPPP component vt 'gore' 
goug: vc;VNPPP count natural tool vt 'gouge' 
grabb: vc;VNPPP VPP VerbNom count vt 'grab' 
grac: vc;VNPPP demeanor mental vt 'grace' 
gradat: vc; 'gradate' 
graduat: vc;Nom VI VNPPP VPP VPPPP count modJJ per vAP vt 'graduate' 
granulat: vc;chgForm 'granulate' 
grappl: vc;VI VPP tool v 'grapple' 
grat: vc;VNPPP VPP component count 'grate' 
gratifi: vc;mkAct vt 'gratify' 
gratifie: vc;mkAct vt 'gratify' 
gravitat: vc;VI VPP VRB pEmo vi 'gravitate' 
graz: vc;VNPPP abstract count 'graze' 
griddl: vc;tool 'griddle' 
griev: vc;VI VPP VPhisNG nEmo 'grieve' 
grimac: vc;VI count looks vi 'grimace' 
grinn: vc;VI VPPPP count 'grin' 
gritt: vc;VPP natural prod 'grit' 
grizzl: vc;VI 'grizzle' 
grop: vc;VNPPPdir VPP abstract tryToKnow 'grope' 
grouche: vc;VI count per vi 'grouch' 
grous: vc;VI VPP n vi 'grouse' 
grovell: vc;VI VPP move obey vi 'grovel' 
grubb: vc;VNPPP VPP animal 'grub' 
grumbl: vc;VI VPP VTH abstract count nt stateMental 'grumble' 
gruntl: vc;chgEmo 'gruntle' 
guarante: vc;VI VNPPP VNPSS VNPTOoc VSS VTH VerbNom count dative pt vacOf vacTo vt 'guarantee' 
guesse: vc;VHOWSS VI VNPAP VNPPP VPP VRB VSS VTH VWHSS VerbNom count vt 'guess' 
guesstimat: vc;abstract count v 'guesstimate' 
guestimat: vc;abstract v 'guestimate' 
guid: vc;Nom VI VNPPPdir VNPRB VNPTOoc VPP VhisNG component count vacTo vt 'guide' 
gumm: vc;VI component prod vt waste 'gum' 
gunn: vc;component count prod tool vt 'gun' 
gurgl: vc;VI count natural v 'gurgle' 
gushe: vc;VI VPP abstract count goOut 'gush' 
gutt: vc;Nom component count vt vtoV 'gut' 
guzzl: vc;vt 'guzzle' 
gyrat: vc;VI VPP chg 'gyrate' 
habituat: vc;CR VI VNPPP suit vt 'habituate' 
haggl: vc;VIrecip VPP VPPPP abstract 'haggle' 
hallucinat: vc;vt 'hallucinate' 
halogenat: vc;chgAttr 'halogenate' 
halv: vc;vt 'halve' 
hand-washe: vc;clean hyphenated 'hand-wash' 
handicapp: vc;botchW causeNotDo ill vt 'handicap' 
handl: vc;VRB component count pt thinking vt 'handle' 
handstitche: vc; 'handstitch' 
handwashe: vc;clean 'handwash' 
handwrit: vc;express 'handwrite' 
happ: vc;count 'hap' 
harangu: vc;VNPPP VerbNom count vt 'harangue' 
harasse: vc;VNPPP VPhisNG annoy mkBad vtPer 'harass' 
harmonis: vc;VIrecip VPP chgFit persuade suit 'harmonise' 
harmoniz: vc;VI VIrecip VPP chgFit persuade suit 'harmonize' 
harnesse: vc;VNPPP VNPPPas VerbNom artifact count ness vt 'harness' 
harri: vc;VNPPP take vt 'harry' 
harrie: vc;VNPPP take vt 'harry' 
hatche: vc;component count 'hatch' 
healthifi: vc;improve 'healthify' 
healthifie: vc;improve 'healthify' 
heav: vc;VNPPPdir abstract count vt 'heave' 
hedg: ;VPP component count n 'hedge' 
hedgehopp: vc;VI move 'hedgehop' 
hemstitche: vc;count vt 'hemstitch' 
hesitat: vc;VI VPP vi vtoV 'hesitate' 
heterodyn: A;performance 'heterodyne' 
hexe: vc;abstract ebla v 'hex' 
hibernat: vc;VI VPP rest vi 'hibernate' 
hiccupp: vc;VI sufferFrom vi 'hiccup' 
higgl: vc;communicate 'higgle' 
high-hatt: vc;behavior hyphenated 'high-hat' 
hik: vc;VI VPP VPPPP VPPdir VerbNom count moreC 'hike' 
hing: vc;VPP component count prod tool 'hinge' 
hisse: vc;VI VPP VTH abstract count natural 'hiss' 
hitche: vc;VIrecip VNPPP VPP VRB abstract count vt 'hitch' 
hitt: nc vc;VBDN VI VNPPP VNPRB VPP VRB VerbNom count vt 'hit' 
hoaxe: vc;VNPPhisNG count nt thinking vt 'hoax' 
hobbl: vc;VPPdir count move nt 'hobble' 
hobnobb: vc;VI VPP associate vi 'hobnob' 
hol: vc;abstract component count 'hole' 
hom: vc;artifact 'home' 
homogenis: vc;VNPPP content vt 'homogenise' 
homogeniz: vc;VNPPP content vt 'homogenize' 
homologis: vc;pertinence 'homologise' 
homologiz: vc;pertinence 'homologize' 
hopp: vc;VI VPPdir abstract count plant 'hop' 
horrifi: vc;VNPPP VPPNG annoy emph passion vtPer 'horrify' 
horrifie: vc;VNPPP VPPNG annoy emph passion vtPer 'horrify' 
horsewhipp: vc;artifact count vt 'horsewhip' 
hos: vc;prod vt 'hose' 
hospitalis: vc;VNPPP ceaseMove vt 'hospitalise' 
hospitaliz: vc;VNPPP ceaseMove vt 'hospitalize' 
hot-presse: vc;chgForm hyphenated 'hot-press' 
hous: vc;VNPPP artifact count group vt 'house' 
housebrok: vc;behavior past 'housebroke' 
huddl: vc;VI abstract count 'huddle' 
hugg: vc;VIrecip VerbNom count 'hug' 
humanis: vc;chgAttr vt 'humanise' 
humaniz: vc;chgAttr vt 'humanize' 
humbl: A;quality rank vt 'humble' 
humbugg: vc;abstract vt 'humbug' 
humidifi: vc;chgMeasure damp 'humidify' 
humidifie: vc;chgMeasure damp 'humidify' 
humifi: vc;chgMeasure 'humify' 
humifie: vc;chgMeasure 'humify' 
humiliat: vc;annoy mkBad vtPer 'humiliate' 
humm: vc;abstract count natural 'hum' 
hunche: vc;abstract count 'hunch' 
hurdl: vc;count nt vt 'hurdle' 
hurri: vc;VPP VerbNom speed 'hurry' 
hurrie: vc;VPP VerbNom speed 'hurry' 
hurtl: vc;VI 'hurtle' 
hushe: vc;abstract count lessC situation vt 'hush' 
hustl: vc;VNPPPdir VPP VPPdir abstract 'hustle' 
hybridiz: vc;associate vt 'hybridize' 
hydrat: vc;artifact pt 'hydrate' 
hydrolis: vc; 'hydrolise' 
hydrolys: vc;looksChg 'hydrolyse' 
hydrolyz: vc;looksChg 'hydrolyze' 
hydroplan: vc;count tool 'hydroplane' 
hygienis: vc; 'hygienise' 
hyperventilat: vc;ill vt 'hyperventilate' 
hyphenat: vc;tie vt 'hyphenate' 
hypnotis: vc;enDo 'hypnotise' 
hypnotiz: vc;VNPPP mkBad vt 'hypnotize' 
hypostatis: vc;chgAttr vt 'hypostatise' 
hypostatiz: vc;chgAttr vt 'hypostatize' 
hypothecat: vc;VNPPP give vt 'hypothecate' 
hypothesiz: vc;VTH enBe 'hypothesize' 
idealiz: vc;quality vt 'idealize' 
ideat: vc;tryToKnow vt 'ideate' 
identifi: vc;VNPPNGoc VNPPP VNPPPas VNPPhisNG VNPasEN VPP infoV tWord up1 vt 'identify' 
identifie: vc;VNPPNGoc VNPPP VNPPPas VNPPhisNG VNPasEN VPP infoV tWord up1 vt 'identify' 
idl: A vc;VI a abstract vt 'idle' 
ignit: vc;VNPPP VNPPhisNG warmUp 'ignite' 
ignor: vc;nAttitude vt 'ignore' 
illegalis: vc; 'illegalise' 
illud: vc; 'illude' 
illum: vc; 'illume' 
illuminat: vc;VNPPP chgLooks express vt 'illuminate' 
illustrat: vc;VNPPP VNPPPas VPPhowTO VTH VWHSS express 'illustrate' 
imbedd: vc;VNPPP moveIn 'imbed' 
imbib: vc;metabolize 'imbibe' 
imbru: vc;playDown 'imbrue' 
imbu: vc;VNPPP mkOthersKnowledge move moveIn vt 'imbue' 
imitat: vc;VNPNGoc study vt write 'imitate' 
immaterialis: vc; 'immaterialise' 
immers: vc;VNPPP appear moveIn vt 'immerse' 
immigrat: vc;VI VPP chgLoc 'immigrate' 
immixe: vc;tie 'immix' 
immobilis: vc;vt 'immobilise' 
immolat: vc;vt 'immolate' 
immortalis: vc;VNPPP VNPPPas dur vt 'immortalise' 
immortaliz: vc;VNPPP VNPPPas dur vt 'immortalize' 
immunis: vc;VNPPP VPP pt resume vtPer 'immunise' 
immunitie: nc;ebla mental 'immunity' 
immuniz: vc;VNPPP VPP causeNotDo pt resume vtPer 'immunize' 
immur: vc;VNPPP ceaseMove vt 'immure' 
impal: vc;VNPPP vt 'impale' 
impeache: vc;VNPPNGoc VNPPP annoy express nAttitude vtPer 'impeach' 
imped: vc;VNPPNGsc VNPPP attack causeNotDo lessC vt 'impede' 
impell: vc;VNPPP VNPTOoc enDo vt 'impel' 
impersonat: vc;VNPPPas vt 'impersonate' 
imping: vc;VI VPP chgForm 'impinge' 
impli: vc;VNPPP VSS inclusive linkV tWord vt 'imply' 
implicat: vc;VNPPP VNPPPas connective vt 'implicate' 
implie: vc;VNPPP VSS inclusive linkV tWord vt 'imply' 
implod: vc; 'implode' 
implor: vc;VNPTOoc seek vt 'implore' 
importun: A vc;VNPPP seek vt 'importune' 
impos: vc;VNPPP VPP collect 'impose' 
impoverishe: vc;nt situation vt 'impoverish' 
imprecat: vc;annoy 'imprecate' 
impregnat: A vc;VNPPP VNPPhisNG looksChg mkAct send vt 'impregnate' 
impresse: vc;VNPPP VNPPPas VPPTH abstract count emph happy passion 'impress' 
improv: vc;VI VNPPP VPNGsc VPP VPPas improve vt 'improve' 
improvis: vc;mkSound 'improvise' 
improviz: vc;mkSound 'improvize' 
inactivat: vc;VNPPP enHidden 'inactivate' 
inaugurat: vc;VNPPPas act statePhy vt 'inaugurate' 
incandesc: vc;chgAttr vt 'incandesce' 
incapacit: vc; 'incapacite' 
incapacitat: vc;VI attack enHidden 'incapacitate' 
incapsulat: vc; 'incapsulate' 
incarcerat: vc;VNPPP vt 'incarcerate' 
incarnadin: vc;chgLooks 'incarnadine' 
incarnat: A vc;VNPPP VNPPPas beC vt 'incarnate' 
incinerat: vc;VI vt warmUp 'incinerate' 
incis: vc;VNPPP chgForm vt 'incise' 
incit: vc;VNPPP VNPTOoc enDo vt 'incite' 
inclin: vc;VNPPP VNPPhisNG VNPTOoc VPP count vtoV 'incline' 
incommod: vc;causeNotDo vt 'incommode' 
inconvenienc: vc;VNPPP VerbNom problem troubleW vt 'inconvenience' 
incorporat: vc;VI VIrecip VNPPP VNPPPas VNPRB VPP associate inclusive vt 'incorporate' 
increas: vc;VI VNPPP VPP VerbNom moreC statePhy vt 'increase' 
incriminat: vc;VNPPNGoc VNPPP express nAttitude vtPer 'incriminate' 
incubat: vc;create 'incubate' 
inculcat: vc;VNPPP mkOthersKnowledge vt 'inculcate' 
incurr: vc;VNPPP VNPPhisNG chgCR undergo vt 'incur' 
indemnifi: vc;VNPPP give vt 'indemnify' 
indemnifie: vc;VNPPP give vt 'indemnify' 
indexe: vc;VNPPP VNPPPas count vt 'index' 
indicat: vc;VHOWSS VNPPP VPPTH VSS VTH VWHSS linkV mkOthersKnowledge tWord vt 'indicate' 
indispos: vc;attack chgFit nAttitude vt 'indispose' 
individualis: vc;chgAttr vt 'individualise' 
individualiz: vc;chgAttr vt 'individualize' 
individuat: vc;chgAttr vt 'individuate' 
indoctrinat: vc;VNPPP mkOthersKnowledge vt 'indoctrinate' 
indors: vc;VNPPP VNPPPas VNPRB tWord vt 'indorse' 
indu: vc;VNPPP chgPoss vt 'indue' 
induc: vc;VNPPP VNPPhisNG VNPTOoc VhisNG causeV vt 'induce' 
indulg: vc;VNPPP VNPPPas VPNGsc VPP fondOf 'indulge' 
indurat: A vc;soft vt 'indurate' 
industrialis: vc;chgAttr vt 'industrialise' 
industrializ: vc;chgAttr 'industrialize' 
industrie: nc;count org vacFor vacOf 'industry' 
inebriat: A;VNPPP count injureW per vt 'inebriate' 
infatuat: vc;VNPPP VNPPhisNG behavior vt 'infatuate' 
inferr: vc;VPPTH VPPhowTO VTH deduce vt 'infer' 
infiltrat: vc;CR chgInclude move vt 'infiltrate' 
infixe: vc;abstract v 'infix' 
inflam: vc;aggravateW ill vt 'inflame' 
inflat: vc;VNPPP chgMeasure metabolize vt 'inflate' 
influenc: vc;CR VHOWSS VNPPP VNPPPas VNPTOoc VWHSS VerbNom effectivity tWord vacOf vt 'influence' 
infring: vc;VI VPP chgFit 'infringe' 
infuriat: vc;VNPPP VNPPhisNG annoy vtPer 'infuriate' 
infus: vc;VNPPP metabolize mkOthersKnowledge moveIn 'infuse' 
ingratiat: vc;VNPPP please vt 'ingratiate' 
ingurgitat: vc;metabolize 'ingurgitate' 
inhal: vc;moveIn 'inhale' 
inher: vc;appear vt 'inhere' 
inhum: vc;moveIn vt 'inhume' 
initialis: vc;chgAttr vt 'initialise' 
initializ: vc;chgAttr vt 'initialize' 
initiat: vc;APP CR VNPPP VNPPPas VNPPhisNG act count per statePhy up1 vt 'initiate' 
injur: vc;VNPNGsc VNPPP VNPPhisNG injureW mkBad vt 'injure' 
injurie: nc;VerbNom phenomena 'injury' 
innervat: vc;vt 'innervate' 
innoculat: vc;resume 'innoculate' 
innovat: vc;mkBetter pt 'innovate' 
inoculat: vc;VNPPP resume vt 'inoculate' 
inquir: vc;VNPPP VPP VPPPP VPPhowTO VPhisNG check perOrgV 'inquire' 
inscrib: vc;VNPPP VPP write 'inscribe' 
insecuritie: nc;abstract 'insecurity' 
inseminat: vc;VNPPP send vt 'inseminate' 
insett: nc vc;VBDN VNPPP component count phy vt 'inset' 
insinuat: vc;VNPPP VSS VTH annoy linkV vt 'insinuate' 
insolat: vc;chgLooks vt 'insolate' 
inspir: vc;VNPPP VNPPPas VNPTOoc chgEmo vt 'inspire' 
inspissat: vc;looksChg vt 'inspissate' 
instantiat: vc;vt 'instantiate' 
instigat: vc;VNPPP VNPPhisNG enDo vt 'instigate' 
institutionalis: vc; 'institutionalise' 
insufflat: vc;moveIn vt 'insufflate' 
insulat: vc;VNPPP chgConnect vt 'insulate' 
insur: vc;VNPPP VSS VTH pEmo tWord take vacVO vt 'insure' 
integrat: vc;VIrecip VNPPP VNPPPas VPP tie 'integrate' 
intellectualiz: vc;chgAttr 'intellectualize' 
intensifi: vc;VI chgAttr mkAct moreC vt 'intensify' 
intensifie: vc;VI chgAttr mkAct moreC vt 'intensify' 
interced: vc;VI VPP persuade vi 'intercede' 
interchang: vc;VIrecip VPP component count vt 'interchange' 
interfac: vc;count tool v 'interface' 
interioriz: vc;behavior 'interiorize' 
interlac: vc;VIrecip VPP enMove vt 'interlace' 
interleav: vc;vt 'interleave' 
interlop: vc; 'interlope' 
intermarri: vc;VI VIrecip VPP associate 'intermarry' 
intermarrie: vc;VI VIrecip VPP associate 'intermarry' 
intermingl: vc;VIrecip VPP tie vt 'intermingle' 
intermitt: vc;act vt 'intermit' 
intermixe: vc;VIrecip VPP tie 'intermix' 
internationalis: vc;chgAttr vt 'internationalise' 
internationaliz: vc;VNPPPas chgAttr vt 'internationalize' 
interpellat: vc;VNPPP ask vt 'interpellate' 
interpolat: vc;VNPPP chgQuant tie 'interpolate' 
interpos: vc;VPP chg 'interpose' 
interr: vc;VNPPP moveIn vt 'inter' 
interrogat: vc;VNPPP ask vt 'interrogate' 
interspers: vc;VNPPP tie 'intersperse' 
intertwin: vc;VIrecip VPP mkBad move 'intertwine' 
interven: vc;VI VPP mkBad persuade vi 'intervene' 
interweav: vc;VIrecip VNPPP VPP tie vt 'interweave' 
intimat: A vc;VPPhowTO VTH count per vt 'intimate' 
intimidat: vc;VNPPhisNG annoy passion vtPer weakPI 'intimidate' 
inton: vc;mkSound 'intone' 
intoxicat: vc;VNPPP pEmo vt 'intoxicate' 
intransitivis: vc; 'intransitivise' 
intrigu: vc;VNPPPas abstract happy mkOwnKnowledge pred vtPer 'intrigue' 
introduc: vc;VNPPP VNPPPas express tWord vacVO vt 'introduce' 
intromitt: vc;move vt 'intromit' 
intrud: vc;VI VPP mkBad 'intrude' 
intubat: vc;move vt 'intubate' 
inundat: vc;VNPPP goOut vt 'inundate' 
inur: vc;VNPPP suit vt 'inure' 
invad: vc;VI VNPPP aggravateW mkBad move vt 'invade' 
invalidat: vc;VNPPPas beBad vt 'invalidate' 
inveigl: vc;VNPPP enDo vt 'inveigle' 
investigat: vc;VI VNPPP VNPPPas VPPhowTO VWHSS check infoV perOrgV vt 'investigate' 
invigilat: vc;check vt 'invigilate' 
invigorat: vc;VNPPP chgGood chgState promoteW vt 'invigorate' 
invit: vc;CR VNPPP VNPPPas VNPTOoc abstract count use vtPer 'invite' 
invocat: vc; 'invocate' 
invoic: vc;VNPPP abstract count vt 'invoice' 
invok: vc;VNPPP express mkAct vt 'invoke' 
involv: vc;CR VNPPNGoc VNPPP VNPPPas VNPPhisNG VhisNG chgConnect inclusive tWord vVing vt 'involve' 
inweav: vc;chgForm 'inweave' 
iodinat: vc; 'iodinate' 
iodiz: vc;vt 'iodize' 
ionis: vc;component 'ionise' 
ioniz: vc;component 'ionize' 
iridesc: vc;radiant vt 'iridesce' 
irradiat: vc;chgLooks mkOthersKnowledge vt 'irradiate' 
irrigat: vc;moisten 'irrigate' 
irritat: vc;aggravateW annoy passion vtPer 'irritate' 
isolat: vc;VI VNPPP VNPPPas chgConnect tWord vt 'isolate' 
isomeris: vc;chgAttr vt 'isomerise' 
isomeriz: vc;chgAttr vt 'isomerize' 
issu: vc;Nom VI VPP bad count dative problem vt 'issue' 
italicis: vc; 'italicise' 
itche: vc;VI nt phenomena vt vtoV 'itch' 
itemis: vc;express vt 'itemise' 
itemiz: vc;express vt 'itemize' 
iterat: vc;act 'iterate' 
itinerat: vc;move 'itinerate' 
jabb: vc;VI VNPPP VPP VerbNom count vt 'jab' 
jaculat: vc;move 'jaculate' 
jamm: vc;VI VNPAP VNPPP VPP VerbNom artifact nt statePhy vt 'jam' 
jangl: vc;VPP abstract 'jangle' 
jeopardis: vc;mkBad worsen 'jeopardise' 
jeopardiz: vc;VNPPNGsc VNPPP VhisNG mkBad vt worsen 'jeopardize' 
jibb: vc;VNPPP VPNGsc VPP count 'jib' 
jiggl: vc;VNPAP abstract count 'jiggle' 
jinxe: vc;count per v 'jinx' 
jiv: vc;VPP abstract info 'jive' 
jogg: vc;VNPPPdir VPP VPPdir abstract count 'jog' 
joggl: vc;count 'joggle' 
jok: vc;Nom VI VPP VPPNG VPPPP VPPTH VPhisNG VTH count passion perV vi weakPI 'joke' 
jollifi: vc;pt vt 'jollify' 
jollifie: vc;pt vt 'jollify' 
joshe: vc;please 'josh' 
jostl: vc;VNPPPdir VPP VPPPP VPPdir abstract enMove vt 'jostle' 
joyrid: vc;abstract 'joyride' 
jubilat: vc;mkSound vt 'jubilate' 
judg: vc;VHOWSS VI VNPAP VNPNP VNPPNGoc VNPPP VNPPPas VNPTObe VNPasAP VPP VPPhowTO VSS VTH VWHSS count job vt 'judge' 
juggl: vc;VPP abstract annoy mkMisunderstand show 'juggle' 
jumbl: vc;VPP vt 'jumble' 
jurie: nc;count org 'jury' 
justifi: vc;VHOWSS VI VNPNG VNPPNGoc VNPPP VNPPPas VPPTH VWHSS VhisNG communicate mkOwnKnowledge vt 'justify' 
justifie: vc;VHOWSS VI VNPNG VNPPNGoc VNPPP VNPPPas VPPTH VWHSS VhisNG communicate mkOwnKnowledge vt 'justify' 
jutt: vc;VPP abstract statePhy v 'jut' 
juxtapos: vc;VIrecip VNPPP VPP from 'juxtapose' 
keratinis: vc;vt 'keratinise' 
keynot: vc;abstract content count modJJ natural 'keynote' 
kiboshe: vc;chg 'kibosh' 
kidd: vc;VI VNPPNGoc VNPPP animal count per vt 'kid' 
kidnapp: vc;move take vt 'kidnap' 
kindl: vc;VNPPP warmUp 'kindle' 
kipp: vc;VI abstract count vi 'kip' 
kisse: vc;VIrecip VNPPP count perV vt 'kiss' 
knapp: vc;chgForm 'knap' 
knitt: vc;VBDN VNPPPfor chgForm move vt 'knit' 
knuckl: vc;component count 'knuckle' 
kvetche: vc;per v 'kvetch' 
labell: vc;VNPAP VNPNP VNPPP VNPPPas VNPasAP artifact count vt 'label' 
labialis: vc;express 'labialise' 
labializ: vc;express 'labialize' 
lacerat: vc;chgConnect vt 'lacerate' 
ladie: nc;count per 'lady' 
lagg: A vc;VPP VerbNom count nt troubleW 'lag' 
laiciz: vc;statePhy vt 'laicize' 
lallygagg: vc;act 'lallygag' 
laminat: vc;VNPPP prod vt 'laminate' 
lancinat: vc;chgForm 'lancinate' 
landscap: vc;count scene 'landscape' 
languishe: vc;VI VPP fat situation suffer vi volition 'languish' 
lapidifi: vc;chgAttr 'lapidify' 
lapidifie: vc;chgAttr 'lapidify' 
larrupp: vc;chgForm 'larrup' 
lashe: vc;VPP component count tool vt 'lash' 
latche: vc;VPP component count prod tool vt 'latch' 
latinis: vc; 'latinise' 
launche: vc;VNPPP VPP VerbNom act count perOrgV tWord vt 'launch' 
lavatorie: nc;artifact count 'lavatory' 
lavishe: A;APP VNPPP con plusAmount up 'lavish' 
laz: vc;VI vi 'laze' 
leache: vc;VNPPP VPP VPPPP chgLooks 'leach' 
leapfrogg: vc;VNPPP VPP abstract count vt 'leapfrog' 
leas: vc;VNPPP VPP VerbNom count useC 'lease' 
leav: vc;VI VNPAP VNPNGoc VNPPPdir VNPRB VNPTOoc VPNGsc VPP component dative tWord vt vtoV 'leave' 
leche: vc;per v 'lech' 
lectur: vc;VNPPP VNPPhisNG VPP VPPPP VPhisNG VerbNom count 'lecture' 
leeche: vc;animal per v 'leech' 
legalis: vc;chgAttr vt 'legalise' 
legaliz: vc;chgAttr mkOwnKnowledge vt 'legalize' 
legislat: vc;VNPPP VPP VPhisNG create vt 'legislate' 
legitimatis: vc;chgAttr 'legitimatise' 
legitimatiz: vc;VHOWSS VhisNG chgAttr vt 'legitimatize' 
legitimis: vc;chgAttr 'legitimise' 
legitimiz: vc;chgAttr 'legitimize' 
lenifi: vc;chgEmo 'lenify' 
lenifie: vc;chgEmo 'lenify' 
leverag: vc;abstract vt 'leverage' 
levi: vc;VNPPP VerbNom artifact count vt 'levy' 
levie: vc;VNPPP VerbNom artifact count vt 'levy' 
levitat: vc;VI vt 'levitate' 
liais: vc;VPP persuade 'liaise' 
liberalis: vc;chgAttr vt 'liberalise' 
liberaliz: vc;chgAttr vt 'liberalize' 
liberat: vc;VNPPP mkAct vt 'liberate' 
librat: vc;enMove vt 'librate' 
licens: vc;VNPTOoc VerbNom VhisNG count dative tWord vt 'license' 
ligat: vc;resume vt 'ligate' 
lignifi: vc;chgAttr 'lignify' 
lignifie: vc;chgAttr 'lignify' 
lik: vc;VHOWSS VNG VNPAP VNPEN VNPPP VNPTOoc VPPforTO love passion vVing vt vtoV weakPI 'like' 
lin: vc;VNPPP abstract artifact count vacOf vt 'line' 
linearis: vc; 'linearise' 
liquefi: vc;chgAttr looksChg vt 'liquefy' 
liquefie: vc;chgAttr looksChg vt 'liquefy' 
liquidat: vc;enHidden mkBetter mkOwnKnowledge 'liquidate' 
liquidis: vc;looksChg 'liquidise' 
liquidiz: vc;chgAttr looksChg vt 'liquidize' 
liquifi: vc;looksChg 'liquify' 
liquifie: vc;looksChg 'liquify' 
litigat: vc;VPP VPPPP express 'litigate' 
lobb: vc;abstract count vt 'lob' 
lobbi: vc;VNPPP VNPTOoc VPP VPPforTO VPhisNG VerbNom artifact count per vtoV 'lobby' 
lobbie: vc;VNPPP VNPTOoc VPP VPPforTO VPhisNG VerbNom artifact count per vtoV 'lobby' 
localis: vc;chgAttr tWord vt 'localise' 
localiz: vc;VNPPP chgAttr mkOwnKnowledge tWord 'localize' 
locat: vc;VNPPP VNPRB VPP mkOwnKnowledge tWord vt 'locate' 
locomot: vc;chgLoc vt 'locomote' 
lodg: vc;VNPPP VPP component count group vt 'lodge' 
logg: vc;VPP artifact count natural vt 'log' 
lollopp: vc; 'lollop' 
lollygagg: vc; 'lollygag' 
lopp: A vc;VNPPP mkBetter 'lop' 
loung: vc;VI VPP artifact count vi 'lounge' 
lous: vc;animal 'louse' 
lubricat: vc;chgLooks vt 'lubricate' 
lugg: vc;VNPPPdir count vt 'lug' 
lullabie: nc;abstract count 'lullaby' 
lunche: vc;VI VPP vi 'lunch' 
lur: vc;VNPPPdir VNPTOoc VerbNom count ebla vt 'lure' 
luxat: vc;ill vt 'luxate' 
luxuriat: vc;VPP enDo vt 'luxuriate' 
lynche: vc;vt 'lynch' 
lys: vc; 'lyse' 
macerat: vc;VPP move vt 'macerate' 
machinat: vc;mkOwnKnowledge 'machinate' 
machine-washe: vc;clean hyphenated 'machine-wash' 
magnetis: vc;chgAttr vt 'magnetise' 
magnetiz: vc;chgAttr 'magnetize' 
magnifi: vc;VNPRB chgGood chgMeasure chgProperty moreC 'magnify' 
magnifie: vc;VNPRB chgGood chgMeasure chgProperty moreC 'magnify' 
mak: vc;VNG VNPAP VNPNP VNPPPfor VNPPhisNG abstract count dative tWord vt 'make' 
maladie: nc;phenomena socialMode 'malady' 
manacl: vc;artifact count vt 'manacle' 
manag: vc;correctW vtoV 'manage' 
mandat: vc;VTH VerbNom chg count natural vt 'mandate' 
manducat: vc;chgForm vt 'manducate' 
mangl: vc;count vt 'mangle' 
manicur: vc;VerbNom chg count vt 'manicure' 
manipulat: vc;VNPPP alive chg vt 'manipulate' 
manoeuvr: vc;VNPPP abstract count vt 'manoeuvre' 
manufactur: vc;VNPPP VNPPPas VerbNom artifact perOrgV vacOf 'manufacture' 
manumitt: vc;VNPPP mkAct vt 'manumit' 
mapp: vc;VNPPP count infosourceN vt 'map' 
marbleis: vc;vt 'marbleise' 
marbleiz: vc;vt 'marbleize' 
marcell: vc;chg 'marcel' 
marginalis: vc;chgAttr vt 'marginalise' 
marginaliz: vc;chgAttr vt 'marginalize' 
marinat: vc;VNPPP VPP vt 'marinate' 
marketiz: vc;VNPPP VNPPPas vt 'marketize' 
marrie: vc;VI VNPPP associate give perOrgV take vtPer 'marry' 
martyris: vc;end 'martyrise' 
martyriz: vc;end 'martyrize' 
marvell: vc;VPP abstract count 'marvel' 
masculinis: vc;vt 'masculinise' 
mashe: vc;VNPPP phy vt 'mash' 
mass-produc: vc;hyphenated vt 'mass-produce' 
massacr: vc;VerbNom count vt 'massacre' 
massag: vc;VerbNom count vt 'massage' 
masticat: vc;VNPPP chgForm 'masticate' 
masturbat: vc;associate 'masturbate' 
matche: vc;VIrecip VNPPP VPP artifact count 'match' 
materializ: vc;VPP end mkBetter 'materialize' 
matriculat: vc;per 'matriculate' 
matur: vc;AitPPforTOrs VI VNPPP VPP VPPas VPPhowTO pro situation up vt 'mature' 
maturat: vc;ill situation vt 'maturate' 
maximis: vc;moreC vt 'maximise' 
maximiz: vc;chgQuant mkAct moreC vt 'maximize' 
measur: vc;VNPPP VNPPPPP VNPPPas component count range tool vacOf vt 'measure' 
mechanis: vc;chgAttr vt 'mechanise' 
mechaniz: vc;chgAttr vt 'mechanize' 
meddl: vc;VI VPP aggravateW mkBad vi 'meddle' 
mediat: vc;VI VNPPP VPP persuade 'mediate' 
mediatiz: vc;take 'mediatize' 
medicat: vc;VNPPP resume vt 'medicate' 
meditat: vc;VI VPP tryToKnow vi 'meditate' 
melanis: vc; 'melanise' 
meliorat: vc;correctW mkBetter 'meliorate' 
